,Player,Position,EspnId,EspnHeadshot
421,Blake Lizotte,C,4316983,https://a.espncdn.com/i/headshots/nhl/players/full/4316983.png
422,Nick Perbix,D,4419638,https://a.espncdn.com/i/headshots/nhl/players/full/4419638.png
423,Cole Koepke,LW,4419679,https://a.espncdn.com/i/headshots/nhl/players/full/4419679.png
424,Cam York,D,4565235,https://a.espncdn.com/i/headshots/nhl/players/full/4565235.png
425,Philip Tomasino,C,4565245,https://a.espncdn.com/i/headshots/nhl/players/full/4565245.png
426,Nils Hoglander,LW,4565263,https://a.espncdn.com/i/headshots/nhl/players/full/4565263.png
427,Nicholas Robertson,LW,4565275,https://a.espncdn.com/i/headshots/nhl/players/full/4565275.png
428,Olen Zellweger,D,4874863,https://a.espncdn.com/i/headshots/nhl/players/full/4874863.png
429,Conor Geekie,C,5080155,https://a.espncdn.com/i/headshots/nhl/players/full/5080155.png
430,Mario Ferraro,D,4233884,https://a.espncdn.com/i/headshots/nhl/players/full/4233884.png
431,Sean Walker,D,4272905,https://a.espncdn.com/i/headshots/nhl/players/full/4272905.png
432,Nico Sturm,C,4320625,https://a.espncdn.com/i/headshots/nhl/players/full/4320625.png
433,K'Andre Miller,D,4352770,https://a.espncdn.com/i/headshots/nhl/players/full/4352770.png
434,Jack Drury,C,4378671,https://a.espncdn.com/i/headshots/nhl/players/full/4378671.png
435,Martin Fehervary,D,4378677,https://a.espncdn.com/i/headshots/nhl/players/full/4378677.png
436,Egor Zamula,D,4392268,https://a.espncdn.com/i/headshots/nhl/players/full/4392268.png
437,Parker Kelly,C,4392309,https://a.espncdn.com/i/headshots/nhl/players/full/4392309.png
438,Jakob Pelletier,C,4565247,https://a.espncdn.com/i/headshots/nhl/players/full/4565247.png
439,Declan Chisholm,D,4587929,https://a.espncdn.com/i/headshots/nhl/players/full/4587929.png
440,Jamie Drysdale,D,4697387,https://a.espncdn.com/i/headshots/nhl/players/full/4697387.png
441,Alexander Holtz,RW,4697388,https://a.espncdn.com/i/headshots/nhl/players/full/4697388.png
442,Oskar Back,C,4894398,https://a.espncdn.com/i/headshots/nhl/players/full/4894398.png
443,Pavel Mintyukov,D,5080154,https://a.espncdn.com/i/headshots/nhl/players/full/5080154.png
444,Emil Lilleberg,D,5146599,https://a.espncdn.com/i/headshots/nhl/players/full/5146599.png
445,Pat Maroon,LW,3853,https://a.espncdn.com/i/headshots/nhl/players/full/3853.png
446,Zach Bogosian,D,4002,https://a.espncdn.com/i/headshots/nhl/players/full/4002.png
447,Jordan Eberle,RW,5032,https://a.espncdn.com/i/headshots/nhl/players/full/5032.png
448,Brayden McNabb,D,5202,https://a.espncdn.com/i/headshots/nhl/players/full/5202.png
449,Dmitry Kulikov,D,5328,https://a.espncdn.com/i/headshots/nhl/players/full/5328.png
450,Joel Edmundson,D,2563034,https://a.espncdn.com/i/headshots/nhl/players/full/2563034.png
451,Sean Kuraly,C,2564154,https://a.espncdn.com/i/headshots/nhl/players/full/2564154.png
452,Craig Smith,C,2570752,https://a.espncdn.com/i/headshots/nhl/players/full/2570752.png
453,Colin Blackwell,C,2590857,https://a.espncdn.com/i/headshots/nhl/players/full/2590857.png
454,Erik Haula,LW,2593311,https://a.espncdn.com/i/headshots/nhl/players/full/2593311.png
455,Jacob Trouba,D,2976839,https://a.espncdn.com/i/headshots/nhl/players/full/2976839.png
456,Olli Maatta,D,2976850,https://a.espncdn.com/i/headshots/nhl/players/full/2976850.png
457,Nate Schmidt,D,3024798,https://a.espncdn.com/i/headshots/nhl/players/full/3024798.png
458,Nikita Zadorov,D,3042021,https://a.espncdn.com/i/headshots/nhl/players/full/3042021.png
459,Jakub Vrana,LW,3114747,https://a.espncdn.com/i/headshots/nhl/players/full/3114747.png
460,Lawson Crouse,LW,3899951,https://a.espncdn.com/i/headshots/nhl/players/full/3899951.png
461,Erik Cernak,D,3904178,https://a.espncdn.com/i/headshots/nhl/players/full/3904178.png
462,Steven Lorentz,C,3939658,https://a.espncdn.com/i/headshots/nhl/players/full/3939658.png
463,Zachary Aston-Reese,C,3988830,https://a.espncdn.com/i/headshots/nhl/players/full/3988830.png
464,Jalen Chatfield,D,4063449,https://a.espncdn.com/i/headshots/nhl/players/full/4063449.png
465,David Savard,D,5427,https://a.espncdn.com/i/headshots/nhl/players/full/5427.png
466,Kasperi Kapanen,RW,3114775,https://a.espncdn.com/i/headshots/nhl/players/full/3114775.png
467,Yakov Trenin,C,3904188,https://a.espncdn.com/i/headshots/nhl/players/full/3904188.png
468,Michael Carcone,LW,4031645,https://a.espncdn.com/i/headshots/nhl/players/full/4031645.png
469,Ilya Lyubushkin,D,4342107,https://a.espncdn.com/i/headshots/nhl/players/full/4342107.png
470,Juuso Parssinen,C,4867883,https://a.espncdn.com/i/headshots/nhl/players/full/4867883.png
471,Janis Moser,D,4874929,https://a.espncdn.com/i/headshots/nhl/players/full/4874929.png
472,Henry Thrun,D,4997138,https://a.espncdn.com/i/headshots/nhl/players/full/4997138.png
473,Isac Lundestrom,C,4352775,https://a.espncdn.com/i/headshots/nhl/players/full/4352775.png
474,Joe Veleno,C,4352804,https://a.espncdn.com/i/headshots/nhl/players/full/4352804.png
475,Mattias Samuelsson,D,4378656,https://a.espncdn.com/i/headshots/nhl/players/full/4378656.png
476,Johnny Beecher,C,4565251,https://a.espncdn.com/i/headshots/nhl/players/full/4565251.png
477,Ty Emberson,D,4587566,https://a.espncdn.com/i/headshots/nhl/players/full/4587566.png
478,Fedor Svechkov,C,4874736,https://a.espncdn.com/i/headshots/nhl/players/full/4874736.png
479,Adam Edstrom,C,4894222,https://a.espncdn.com/i/headshots/nhl/players/full/4894222.png
480,Justin Danforth,RW,4894355,https://a.espncdn.com/i/headshots/nhl/players/full/4894355.png
481,Matthew Poitras,C,5080221,https://a.espncdn.com/i/headshots/nhl/players/full/5080221.png
482,Ryan Suter,D,3047,https://a.espncdn.com/i/headshots/nhl/players/full/3047.png
483,TJ Brodie,D,5162,https://a.espncdn.com/i/headshots/nhl/players/full/5162.png
484,Colin Miller,D,2590796,https://a.espncdn.com/i/headshots/nhl/players/full/2590796.png
485,Radek Faksa,C,2976842,https://a.espncdn.com/i/headshots/nhl/players/full/2976842.png
486,Brett Pesce,D,3025535,https://a.espncdn.com/i/headshots/nhl/players/full/3025535.png
487,William Carrier,LW,3042054,https://a.espncdn.com/i/headshots/nhl/players/full/3042054.png
488,Nathan Walker,LW,3067860,https://a.espncdn.com/i/headshots/nhl/players/full/3067860.png
489,Oskar Sundqvist,C,3069277,https://a.espncdn.com/i/headshots/nhl/players/full/3069277.png
490,Tomas Nosek,LW,3112266,https://a.espncdn.com/i/headshots/nhl/players/full/3112266.png
491,Jonas Siegenthaler,D,3904190,https://a.espncdn.com/i/headshots/nhl/players/full/3904190.png
492,Jesse Puljujarvi,RW,4024839,https://a.espncdn.com/i/headshots/nhl/players/full/4024839.png
493,Logan Stanley,D,4024968,https://a.espncdn.com/i/headshots/nhl/players/full/4024968.png
494,Beck Malenstyn,LW,4063240,https://a.espncdn.com/i/headshots/nhl/players/full/4063240.png
495,Tanner Jeannot,LW,4064780,https://a.espncdn.com/i/headshots/nhl/players/full/4064780.png
496,Timothy Liljegren,D,4233618,https://a.espncdn.com/i/headshots/nhl/players/full/4233618.png
497,Ben Chiarot,D,5246,https://a.espncdn.com/i/headshots/nhl/players/full/5246.png
498,Casey Cizikas,C,5262,https://a.espncdn.com/i/headshots/nhl/players/full/5262.png
499,Mark Jankowski,LW,2976849,https://a.espncdn.com/i/headshots/nhl/players/full/2976849.png
500,Anthony Duclair,LW,3042086,https://a.espncdn.com/i/headshots/nhl/players/full/3042086.png
501,Connor Clifton,D,3042191,https://a.espncdn.com/i/headshots/nhl/players/full/3042191.png
502,Carson Soucy,D,3042198,https://a.espncdn.com/i/headshots/nhl/players/full/3042198.png
503,Brock McGinn,LW,3067868,https://a.espncdn.com/i/headshots/nhl/players/full/3067868.png
504,Noel Acciari,C,3096237,https://a.espncdn.com/i/headshots/nhl/players/full/3096237.png
505,Justin Kirkland,C,3149659,
506,Brandon Carlo,D,3904175,https://a.espncdn.com/i/headshots/nhl/players/full/3904175.png
507,Dennis Cholowski,D,4024972,https://a.espncdn.com/i/headshots/nhl/players/full/4024972.png
508,Nathan Bastian,RW,4063279,https://a.espncdn.com/i/headshots/nhl/players/full/4063279.png
509,Jan Rutta,D,4230583,https://a.espncdn.com/i/headshots/nhl/players/full/4230583.png
510,Erik Brannstrom,D,4233606,https://a.espncdn.com/i/headshots/nhl/players/full/4233606.png
511,Alexandre Texier,C,4233880,https://a.espncdn.com/i/headshots/nhl/players/full/4233880.png
512,Morgan Barron,C,4316970,https://a.espncdn.com/i/headshots/nhl/players/full/4316970.png
513,Scott Perunovich,D,4320665,https://a.espncdn.com/i/headshots/nhl/players/full/4320665.png
514,Philipp Kurashev,C,4392541,https://a.espncdn.com/i/headshots/nhl/players/full/4392541.png
515,Pontus Holmberg,RW,4588205,https://a.espncdn.com/i/headshots/nhl/players/full/4588205.png
516,Hendrix Lapierre,C,4697405,https://a.espncdn.com/i/headshots/nhl/players/full/4697405.png
517,Zac Jones,D,4781635,https://a.espncdn.com/i/headshots/nhl/players/full/4781635.png
518,Nolan Allan,D,4874749,https://a.espncdn.com/i/headshots/nhl/players/full/4874749.png
519,Frank Nazar,C,5080157,https://a.espncdn.com/i/headshots/nhl/players/full/5080157.png
520,Ivan Ivan,C,5103714,
521,Conor Timmins,D,4233868,https://a.espncdn.com/i/headshots/nhl/players/full/4233868.png
522,Nicolas Hague,D,4233870,https://a.espncdn.com/i/headshots/nhl/players/full/4233870.png
523,David Kampf,C,4267976,https://a.espncdn.com/i/headshots/nhl/players/full/4267976.png
524,Michael Eyssimont,C,4270247,https://a.espncdn.com/i/headshots/nhl/players/full/4270247.png
525,Zach Whitecloud,D,4312877,https://a.espncdn.com/i/headshots/nhl/players/full/4312877.png
526,Adam Boqvist,D,4352706,https://a.espncdn.com/i/headshots/nhl/players/full/4352706.png
527,Alexey Toropchenko,RW,4392454,https://a.espncdn.com/i/headshots/nhl/players/full/4392454.png
528,Jake Christiansen,D,4392782,https://a.espncdn.com/i/headshots/nhl/players/full/4392782.png
529,Drew Helleson,D,4565270,https://a.espncdn.com/i/headshots/nhl/players/full/4565270.png
530,Tye Kartye,LW,4588750,https://a.espncdn.com/i/headshots/nhl/players/full/4588750.png
531,Brett Berard,LW,4697654,https://a.espncdn.com/i/headshots/nhl/players/full/4697654.png
532,Cole Schwindt,RW,4845286,https://a.espncdn.com/i/headshots/nhl/players/full/4845286.png
533,Luca Del Bel Belluz,C,5080211,https://a.espncdn.com/i/headshots/nhl/players/full/5080211.png
534,Trevor Lewis,C,3454,https://a.espncdn.com/i/headshots/nhl/players/full/3454.png
535,Calvin de Haan,D,5266,https://a.espncdn.com/i/headshots/nhl/players/full/5266.png
536,Scott Mayfield,D,2563069,https://a.espncdn.com/i/headshots/nhl/players/full/2563069.png
537,Hampus Lindholm,D,2968818,https://a.espncdn.com/i/headshots/nhl/players/full/2968818.png
538,Jonny Brodzinski,C,3025614,https://a.espncdn.com/i/headshots/nhl/players/full/3025614.png
539,Anthony Mantha,RW,3042037,https://a.espncdn.com/i/headshots/nhl/players/full/3042037.png
540,Michael McCarron,C,3042048,https://a.espncdn.com/i/headshots/nhl/players/full/3042048.png
541,Pierre Engvall,LW,3151763,https://a.espncdn.com/i/headshots/nhl/players/full/3151763.png
542,Jordan Greenway,LW,3900260,https://a.espncdn.com/i/headshots/nhl/players/full/3900260.png
543,Christian Fischer,RW,3904170,https://a.espncdn.com/i/headshots/nhl/players/full/3904170.png
544,Will Borgen,D,3941946,https://a.espncdn.com/i/headshots/nhl/players/full/3941946.png
545,Jake Bean,D,4024916,https://a.espncdn.com/i/headshots/nhl/players/full/4024916.png
546,Alec Martinez,D,3927,https://a.espncdn.com/i/headshots/nhl/players/full/3927.png
547,Jeff Petry,D,5407,https://a.espncdn.com/i/headshots/nhl/players/full/5407.png
548,Cam Atkinson,RW,2501107,https://a.espncdn.com/i/headshots/nhl/players/full/2501107.png
549,Barclay Goodrow,C,3069411,https://a.espncdn.com/i/headshots/nhl/players/full/3069411.png
550,Phillip Di Giuseppe,LW,3069834,https://a.espncdn.com/i/headshots/nhl/players/full/3069834.png
551,Troy Stecher,D,3096102,https://a.espncdn.com/i/headshots/nhl/players/full/3096102.png
552,Haydn Fleury,D,3114735,https://a.espncdn.com/i/headshots/nhl/players/full/3114735.png
553,Jansen Harkins,C,3900154,https://a.espncdn.com/i/headshots/nhl/players/full/3900154.png
554,Anthony Richard,C,3942058,https://a.espncdn.com/i/headshots/nhl/players/full/3942058.png
555,Noah Gregor,LW,4063460,https://a.espncdn.com/i/headshots/nhl/players/full/4063460.png
556,Urho Vaakanainen,D,4233619,https://a.espncdn.com/i/headshots/nhl/players/full/4233619.png
557,Carl Grundstrom,RW,4271565,https://a.espncdn.com/i/headshots/nhl/players/full/4271565.png
558,Oliver Wahlstrom,RW,4352727,https://a.espncdn.com/i/headshots/nhl/players/full/4352727.png
559,Rasmus Kupari,C,4352762,https://a.espncdn.com/i/headshots/nhl/players/full/4352762.png
560,Brayden Pachal,D,4392769,https://a.espncdn.com/i/headshots/nhl/players/full/4392769.png
561,Kyle MacLean,C,4393199,https://a.espncdn.com/i/headshots/nhl/players/full/4393199.png
562,Justin Barron,D,4697408,https://a.espncdn.com/i/headshots/nhl/players/full/4697408.png
563,Mikael Pyyhtia,LW,4697824,https://a.espncdn.com/i/headshots/nhl/players/full/4697824.png
564,Artem Zub,D,4712021,https://a.espncdn.com/i/headshots/nhl/players/full/4712021.png
565,Nick Blankenburg,D,4781550,https://a.espncdn.com/i/headshots/nhl/players/full/4781550.png
566,Daniil Miromanov,D,4894820,https://a.espncdn.com/i/headshots/nhl/players/full/4894820.png
567,Max Sasson,C,4996099,https://a.espncdn.com/i/headshots/nhl/players/full/4996099.png
568,Ty Dellandrea,C,4352747,https://a.espncdn.com/i/headshots/nhl/players/full/4352747.png
569,Nils Lundkvist,D,4352800,https://a.espncdn.com/i/headshots/nhl/players/full/4352800.png
570,Jakub Lauko,C,4391789,https://a.espncdn.com/i/headshots/nhl/players/full/4391789.png
571,Jayden Struble,D,4565269,https://a.espncdn.com/i/headshots/nhl/players/full/4565269.png
572,Vladislav Kolyachonok,D,4565274,https://a.espncdn.com/i/headshots/nhl/players/full/4565274.png
573,Albert Johansson,D,4565282,https://a.espncdn.com/i/headshots/nhl/players/full/4565282.png
574,Marat Khusnutdinov,C,4697442,https://a.espncdn.com/i/headshots/nhl/players/full/4697442.png
575,Emil Andrae,D,4697457,https://a.espncdn.com/i/headshots/nhl/players/full/4697457.png
576,Adam Wilsby,D,4697765,https://a.espncdn.com/i/headshots/nhl/players/full/4697765.png
577,Jack Thompson,D,4697776,https://a.espncdn.com/i/headshots/nhl/players/full/4697776.png
578,Josh Doan,RW,4874870,https://a.espncdn.com/i/headshots/nhl/players/full/4874870.png
579,Arber Xhekaj,D,4893969,https://a.espncdn.com/i/headshots/nhl/players/full/4893969.png
580,Sam Malinski,D,5136735,https://a.espncdn.com/i/headshots/nhl/players/full/5136735.png
581,Isaiah George,D,5171570,
582,Victor Mancini,D,5188334,https://a.espncdn.com/i/headshots/nhl/players/full/5188334.png
583,Justin Holl,D,5763,https://a.espncdn.com/i/headshots/nhl/players/full/5763.png
584,Jordan Oesterle,D,3097115,https://a.espncdn.com/i/headshots/nhl/players/full/3097115.png
585,Sam Lafferty,C,3151322,https://a.espncdn.com/i/headshots/nhl/players/full/3151322.png
586,Derek Ryan,C,3902133,https://a.espncdn.com/i/headshots/nhl/players/full/3902133.png
587,Daniel Sprong,RW,3904181,https://a.espncdn.com/i/headshots/nhl/players/full/3904181.png
588,Mathieu Joseph,RW,3941965,https://a.espncdn.com/i/headshots/nhl/players/full/3941965.png
589,John Marino,D,3941974,https://a.espncdn.com/i/headshots/nhl/players/full/3941974.png
590,Ryan Lomberg,LW,3942548,https://a.espncdn.com/i/headshots/nhl/players/full/3942548.png
591,Jacob Moverare,D,4063280,https://a.espncdn.com/i/headshots/nhl/players/full/4063280.png
592,Joshua Mahura,D,4063504,https://a.espncdn.com/i/headshots/nhl/players/full/4063504.png
593,Cole Smith,RW,4197130,https://a.espncdn.com/i/headshots/nhl/players/full/4197130.png
594,Juuso Valimaki,D,4233611,https://a.espncdn.com/i/headshots/nhl/players/full/4233611.png
595,Jack Johnson,D,3583,https://a.espncdn.com/i/headshots/nhl/players/full/3583.png
596,Luke Schenn,D,5092,https://a.espncdn.com/i/headshots/nhl/players/full/5092.png
597,Derek Forbort,D,5829,https://a.espncdn.com/i/headshots/nhl/players/full/5829.png
598,Luke Glendening,C,2335062,https://a.espncdn.com/i/headshots/nhl/players/full/2335062.png
599,Curtis Lazar,C,3042023,https://a.espncdn.com/i/headshots/nhl/players/full/3042023.png
600,Tyler Motte,C,3042138,https://a.espncdn.com/i/headshots/nhl/players/full/3042138.png
601,Jon Merrill,D,3059403,https://a.espncdn.com/i/headshots/nhl/players/full/3059403.png
602,Ross Johnston,LW,3067822,https://a.espncdn.com/i/headshots/nhl/players/full/3067822.png
603,Justin Dowling,C,3067879,https://a.espncdn.com/i/headshots/nhl/players/full/3067879.png
604,Jimmy Vesey,LW,3069397,https://a.espncdn.com/i/headshots/nhl/players/full/3069397.png
605,Kevin Rooney,C,3096235,https://a.espncdn.com/i/headshots/nhl/players/full/3096235.png
606,Jacob Bryson,D,4197014,https://a.espncdn.com/i/headshots/nhl/players/full/4197014.png
607,Henri Jokiharju,D,4233705,https://a.espncdn.com/i/headshots/nhl/players/full/4233705.png
608,Klim Kostin,C,4233738,https://a.espncdn.com/i/headshots/nhl/players/full/4233738.png
609,Jacob Bernard-Docker,D,4352798,https://a.espncdn.com/i/headshots/nhl/players/full/4352798.png
610,David Gustafsson,C,4378695,https://a.espncdn.com/i/headshots/nhl/players/full/4378695.png
611,Simon Benoit,D,4392642,https://a.espncdn.com/i/headshots/nhl/players/full/4392642.png
612,Tyler Tucker,D,4587904,https://a.espncdn.com/i/headshots/nhl/players/full/4587904.png
613,Dakota Joshua,C,4588638,https://a.espncdn.com/i/headshots/nhl/players/full/4588638.png
614,Tyler Kleven,D,4697448,https://a.espncdn.com/i/headshots/nhl/players/full/4697448.png
615,Gage Goncalves,C,4697470,https://a.espncdn.com/i/headshots/nhl/players/full/4697470.png
616,Louis Crevier,D,4697681,https://a.espncdn.com/i/headshots/nhl/players/full/4697681.png
617,Rory Kerins,C,4697718,https://a.espncdn.com/i/headshots/nhl/players/full/4697718.png
618,Zack Ostapchuk,C,4874881,https://a.espncdn.com/i/headshots/nhl/players/full/4874881.png
619,Aatu Raty,C,4874912,https://a.espncdn.com/i/headshots/nhl/players/full/4874912.png
620,Colton Dach,C,4874940,https://a.espncdn.com/i/headshots/nhl/players/full/4874940.png
621,Ethen Frank,C,4996093,https://a.espncdn.com/i/headshots/nhl/players/full/4996093.png
622,Ivan Miroshnichenko,LW,5080168,https://a.espncdn.com/i/headshots/nhl/players/full/5080168.png
623,Fraser Minten,C,5080207,https://a.espncdn.com/i/headshots/nhl/players/full/5080207.png
624,Seamus Casey,D,5080212,https://a.espncdn.com/i/headshots/nhl/players/full/5080212.png
625,Akil Thomas,C,4378682,https://a.espncdn.com/i/headshots/nhl/players/full/4378682.png
626,Vincent Desharnais,D,4392260,https://a.espncdn.com/i/headshots/nhl/players/full/4392260.png
627,Marc Del Gaizo,D,4419649,
628,Jordan Harris,D,4419724,https://a.espncdn.com/i/headshots/nhl/players/full/4419724.png
629,Arthur Kaliyev,RW,4565256,https://a.espncdn.com/i/headshots/nhl/players/full/4565256.png
630,Kaedan Korczak,D,4565264,https://a.espncdn.com/i/headshots/nhl/players/full/4565264.png
631,Connor Dewar,C,4588004,https://a.espncdn.com/i/headshots/nhl/players/full/4588004.png
